"","sex","icse","geography_name","geography_id","year","ub_weighted_median"
"1","Hombre","Asalariado sector privado","Algarrobo",1,2010,350343
"2","Hombre","Asalariado sector privado","Algarrobo",1,2011,602900
"3","Hombre","Asalariado sector privado","Alhué",2,2011,530552
"4","Hombre","Asalariado sector privado","Alto del Carmen",4,2010,208435
"5","Hombre","Asalariado sector privado","Alto del Carmen",4,2011,243255
"6","Hombre","Asalariado sector privado","Alto Hospicio",5,2010,409720
"7","Hombre","Asalariado sector privado","Alto Hospicio",5,2011,351692
"8","Hombre","Asalariado sector privado","Ancud",6,2010,280000
"9","Hombre","Asalariado sector privado","Ancud",6,2011,254472
"10","Hombre","Asalariado sector privado","Andacollo",7,2010,799453
"11","Hombre","Asalariado sector privado","Andacollo",7,2011,518338
"12","Hombre","Asalariado sector privado","Angol",8,2010,216631
"13","Hombre","Asalariado sector privado","Angol",8,2011,251208
"14","Hombre","Asalariado sector privado","Antofagasta",9,2010,499880
"15","Hombre","Asalariado sector privado","Antofagasta",9,2011,502417
"16","Hombre","Asalariado sector privado","Antuco",10,2010,459685
"17","Hombre","Asalariado sector privado","Antuco",10,2011,252000
"18","Hombre","Asalariado sector privado","Arauco",11,2010,340508
"19","Hombre","Asalariado sector privado","Arauco",11,2011,287712
"20","Hombre","Asalariado sector privado","Arica",12,2010,294798
"21","Hombre","Asalariado sector privado","Arica",12,2011,279369
"22","Hombre","Asalariado sector privado","Aysén",13,2010,350325
"23","Hombre","Asalariado sector privado","Aysén",13,2011,371585
"24","Hombre","Asalariado sector privado","Buin",14,2010,287690
"25","Hombre","Asalariado sector privado","Buin",14,2011,355134
"26","Hombre","Asalariado sector privado","Bulnes",15,2010,180176
"27","Hombre","Asalariado sector privado","Bulnes",15,2011,200000
"28","Hombre","Asalariado sector privado","Cabildo",16,2010,299807
"29","Hombre","Asalariado sector privado","Cabildo",16,2011,456449
"30","Hombre","Asalariado sector privado","Cabrero",18,2010,260449
"31","Hombre","Asalariado sector privado","Cabrero",18,2011,299041
"32","Hombre","Asalariado sector privado","Calama",19,2010,480893
"33","Hombre","Asalariado sector privado","Calama",19,2011,508319
"34","Hombre","Asalariado sector privado","Calbuco",20,2010,255436
"35","Hombre","Asalariado sector privado","Calbuco",20,2011,330146
