"","sex","isic","geography_name","geography_id","year","weighted_mean"
"1","Hombre","Agricultura, ganadería, caza y silvicultura","Antofagasta","p21",2011,140676.648976497
"2","Hombre","Agricultura, ganadería, caza y silvicultura","Antofagasta","p21",2012,357531.363997844
"3","Hombre","Agricultura, ganadería, caza y silvicultura","Antofagasta","p21",2013,1001355.62584727
"4","Hombre","Agricultura, ganadería, caza y silvicultura","Antofagasta","p21",2014,432451.848499184
"5","Hombre","Agricultura, ganadería, caza y silvicultura","Antofagasta","p21",2015,330089.301822119
"6","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2010,204918.793119408
"7","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2011,206724.001628217
"8","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2012,291911.392630553
"9","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2013,284465.044356365
"10","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2014,241715.156682921
"11","Hombre","Agricultura, ganadería, caza y silvicultura","Arauco","p82",2015,328063.001467775
"12","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2010,245291.340221163
"13","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2011,365371.565283982
"14","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2012,293017.472347544
"15","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2013,293693.912343987
"16","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2014,273480.684190482
"17","Hombre","Agricultura, ganadería, caza y silvicultura","Arica","p151",2015,355412.841817979
"18","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2010,335981.281943091
"19","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2011,190857.273242605
"20","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2012,341304.512336239
"21","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2013,362333.079389859
"22","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2014,391288.487900406
"23","Hombre","Agricultura, ganadería, caza y silvicultura","Aysén","p112",2015,223301.434849116
"24","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2010,357279.809226609
"25","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2011,192429.070971076
"26","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2012,221052.562807197
"27","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2013,251731.459152994
"28","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2014,302184.963713933
"29","Hombre","Agricultura, ganadería, caza y silvicultura","Bíobío","p83",2015,350173.735069463
"30","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2010,248383.522091494
"31","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2011,235164.977919565
"32","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2012,258423.229296063
"33","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2013,263215.811729445
"34","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2014,310108.032272521
"35","Hombre","Agricultura, ganadería, caza y silvicultura","Cachapoal","p61",2015,338432.130910948
"36","Hombre","Agricultura, ganadería, caza y silvicultura","Capitán Prat","p113",2010,194240.864745716
"37","Hombre","Agricultura, ganadería, caza y silvicultura","Capitán Prat","p113",2011,194424.935952781
"38","Hombre","Agricultura, ganadería, caza y silvicultura","Capitán Prat","p113",2012,266697.487113402
"39","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2010,208683.706742096
"40","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2011,237961.511547786
"41","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2012,217930.266596509
"42","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2013,300818.591862079
"43","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2014,353987.748429374
"44","Hombre","Agricultura, ganadería, caza y silvicultura","Cardenal Caro","p62",2015,382301.786557326
"45","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2010,157744.566001832
"46","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2011,197021.006897723
"47","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2012,197333.704764538
"48","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2013,195586.156790923
"49","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2014,270497.445989192
"50","Hombre","Agricultura, ganadería, caza y silvicultura","Cauquenes","p72",2015,236708.804497289
"51","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2010,214365.469819365
"52","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2011,138086.801376706
"53","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2012,146044.631836472
"54","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2013,172848.231273171
"55","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2014,197490.532253961
"56","Hombre","Agricultura, ganadería, caza y silvicultura","Cautín","p91",2015,194208.288975276
"57","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2010,196733.58561601
"58","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2011,231351.535446038
"59","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2012,185766.311078773
"60","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2013,324398.653803933
"61","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2014,295121.4185255
"62","Hombre","Agricultura, ganadería, caza y silvicultura","Chacabuco","p133",2015,292275.407869506
"63","Hombre","Agricultura, ganadería, caza y silvicultura","Chañaral","p32",2013,315427.02214189
"64","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2010,75582.0208250985
"65","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2011,126882.642832597
"66","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2012,132258.969010261
"67","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2013,163588.209469272
"68","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2014,229802.056631569
"69","Hombre","Agricultura, ganadería, caza y silvicultura","Chiloé","p102",2015,236485.380270651
"70","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2010,159218.91325313
"71","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2011,225699.152548566
"72","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2012,174606.646111061
"73","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2013,158430.197944644
"74","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2014,219792.823145406
"75","Hombre","Agricultura, ganadería, caza y silvicultura","Choapa","p42",2015,225670.24850459
"76","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2010,225395.260602132
"77","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2011,227425.746974942
"78","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2012,229087.287294347
"79","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2013,332256.54782774
"80","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2014,291703.412667592
"81","Hombre","Agricultura, ganadería, caza y silvicultura","Colchagua","p63",2015,292334.451649868
"82","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2010,273868.710995017
"83","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2011,289972.151420326
"84","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2012,291635.272407826
"85","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2013,592777.905367372
"86","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2014,283881.693065271
"87","Hombre","Agricultura, ganadería, caza y silvicultura","Concepción","p81",2015,296081.294770512
"88","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2010,316667.227121876
"89","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2011,249540.281109495
"90","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2012,290685.494845421
"91","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2013,360507.156651594
"92","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2014,301223.623731774
"93","Hombre","Agricultura, ganadería, caza y silvicultura","Copiapó","p31",2015,503482.574743272
"94","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2010,255486.666587363
"95","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2011,246564.23399829
"96","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2012,254874.787763984
"97","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2013,725571.838663706
"98","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2014,352412.768237072
"99","Hombre","Agricultura, ganadería, caza y silvicultura","Cordillera","p152",2015,567093.217603665
"100","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique","p111",2010,353781.159295812
"101","Hombre","Agricultura, ganadería, caza y silvicultura","Coyhaique","p111",2011,325719.601666581
