"","sexo","oficio","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1","Hombre","Empleados de Oficina",36240,85840,128520,150000,180720,180000,188822,202000,276250,295380,3e+05,370000
"2","Hombre","Fuerzas Armadas",99000,118030,160650,180000,220880,280000,320000,383800,497250,645296,520000,6e+05
"3","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",396000,271115,267750,408600,391000,328680,494000,494000,574600,616200,5e+05,5e+05
"4","Hombre","Operadores y Montadores de Instalaciones y Máquinas",84560,75110,96390,125000,150600,150000,163000,197600,276250,328200,3e+05,350000
"5","Hombre","Profesionales, Científicos e Intelectuales",65232,214600,299880,363500,451800,450000,5e+05,555500,663000,831440,8e+05,9e+05
"6","Hombre","Técnicos y Profesionales de Nivel Medio",59400,139490,160650,204300,251000,253000,296400,303000,363401,437600,480000,5e+05
"7","Hombre","Trabajadores Agropecuarios y Pesqueros",35640,58710,60520,90000,109480,1e+05,118000,136350,195130,205400,2e+05,240000
"8","Hombre","Trabajadores de Artes Mecánicas y Otros",48320,75110,96390,120000,150600,146080,158080,181800,246480,308100,280000,3e+05
"9","Hombre","Trabajadores de Servicios y Vendedores",48320,70452,85680,120000,130520,140000,150000,171700,221000,251620,250000,3e+05
"10","Hombre","Trabajadores No Calificados",48184,45066,57834,70000,85340,1e+05,111000,131300,182325,202390,210000,250000
"11","Mujer","Empleados de Oficina",24160,69745,96390,120000,130520,140000,150000,161600,216028,240680,256000,3e+05
"12","Mujer","Fuerzas Armadas",60400,81548,133875,150000,153221,225000,415000,345408,386750,547000,370000,7e+05
"13","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos",217440,156560,131496,250000,234600,182600,237120,271700,410800,369720,250000,250000
"14","Mujer","Operadores y Montadores de Instalaciones y Máquinas",60400,58862,69080,90000,100400,110000,120000,136855,185640,218800,220000,250000
"15","Mujer","Profesionales, Científicos e Intelectuales",48320,103008,160650,2e+05,266571,3e+05,360000,404000,472155,601700,6e+05,680000
"16","Mujer","Técnicos y Profesionales de Nivel Medio",39600,85840,107100,150000,171364,189440,2e+05,202000,265200,328200,320000,380000
"17","Mujer","Trabajadores Agropecuarios y Pesqueros",32616,48285,52955,65000,80822,85000,92611,109080,173485,196920,2e+05,210000
"18","Mujer","Trabajadores de Artes Mecánicas y Otros",31408,48285,58905,80762,96006,91300,101000,121200,176800,196920,150000,160000
"19","Mujer","Trabajadores de Servicios y Vendedores",36240,50461,64260,80000,95380,1e+05,115000,131300,182325,199108,210000,241000
"20","Mujer","Trabajadores No Calificados",42280,40774,53550,60000,77308,80000,90000,109585,154903,177228,180000,211000
