"","sex","company_size","geography_name","geography_id","year","lb_weighted_median"
"1","Hombre","Menos de 5","Antofagasta","2",2010,250000
"2","Hombre","Menos de 5","Antofagasta","2",2011,250312
"3","Hombre","Menos de 5","Antofagasta","2",2012,300000
"4","Hombre","Menos de 5","Antofagasta","2",2013,300407
"5","Hombre","Menos de 5","Antofagasta","2",2014,299944
"6","Hombre","Menos de 5","Antofagasta","2",2015,336915
"7","Hombre","Menos de 5","Araucanía","9",2010,89143
"8","Hombre","Menos de 5","Araucanía","9",2011,124750
"9","Hombre","Menos de 5","Araucanía","9",2012,110484
"10","Hombre","Menos de 5","Araucanía","9",2013,134520
"11","Hombre","Menos de 5","Araucanía","9",2014,162045
"12","Hombre","Menos de 5","Araucanía","9",2015,150583
"13","Hombre","Menos de 5","Arica y Parinacota","15",2010,158350
"14","Hombre","Menos de 5","Arica y Parinacota","15",2011,160765
"15","Hombre","Menos de 5","Arica y Parinacota","15",2012,181012
"16","Hombre","Menos de 5","Arica y Parinacota","15",2013,220061
"17","Hombre","Menos de 5","Arica y Parinacota","15",2014,231544
"18","Hombre","Menos de 5","Arica y Parinacota","15",2015,264385
"19","Hombre","Menos de 5","Atacama","3",2010,175858
"20","Hombre","Menos de 5","Atacama","3",2011,199870
"21","Hombre","Menos de 5","Atacama","3",2012,201124
"22","Hombre","Menos de 5","Atacama","3",2013,210427
"23","Hombre","Menos de 5","Atacama","3",2014,201508
"24","Hombre","Menos de 5","Atacama","3",2015,244314
"25","Hombre","Menos de 5","Aysén","11",2010,206155
"26","Hombre","Menos de 5","Aysén","11",2011,241019
"27","Hombre","Menos de 5","Aysén","11",2012,250000
"28","Hombre","Menos de 5","Aysén","11",2013,249056
"29","Hombre","Menos de 5","Aysén","11",2014,255005
"30","Hombre","Menos de 5","Aysén","11",2015,300000
"31","Hombre","Menos de 5","Bíobío","8",2010,149897
"32","Hombre","Menos de 5","Bíobío","8",2011,149521
"33","Hombre","Menos de 5","Bíobío","8",2012,180812
"34","Hombre","Menos de 5","Bíobío","8",2013,179320
"35","Hombre","Menos de 5","Bíobío","8",2014,199962
"36","Hombre","Menos de 5","Bíobío","8",2015,200054
"37","Hombre","Menos de 5","Coquimbo","4",2010,164055
"38","Hombre","Menos de 5","Coquimbo","4",2011,200000
"39","Hombre","Menos de 5","Coquimbo","4",2012,200168
"40","Hombre","Menos de 5","Coquimbo","4",2013,209207
"41","Hombre","Menos de 5","Coquimbo","4",2014,243554
"42","Hombre","Menos de 5","Coquimbo","4",2015,243950
"43","Hombre","Menos de 5","Los Lagos","10",2010,145454
"44","Hombre","Menos de 5","Los Lagos","10",2011,179425
"45","Hombre","Menos de 5","Los Lagos","10",2012,163327
"46","Hombre","Menos de 5","Los Lagos","10",2013,186181
"47","Hombre","Menos de 5","Los Lagos","10",2014,201721
"48","Hombre","Menos de 5","Los Lagos","10",2015,239801
"49","Hombre","Menos de 5","Los Ríos","14",2010,136221
"50","Hombre","Menos de 5","Los Ríos","14",2011,123843
"51","Hombre","Menos de 5","Los Ríos","14",2012,150756
"52","Hombre","Menos de 5","Los Ríos","14",2013,131437
"53","Hombre","Menos de 5","Los Ríos","14",2014,200000
"54","Hombre","Menos de 5","Los Ríos","14",2015,191486
"55","Hombre","Menos de 5","Magallanes","12",2010,240476
"56","Hombre","Menos de 5","Magallanes","12",2011,251208
"57","Hombre","Menos de 5","Magallanes","12",2012,301353
"58","Hombre","Menos de 5","Magallanes","12",2013,298867
"59","Hombre","Menos de 5","Magallanes","12",2014,299944
"60","Hombre","Menos de 5","Magallanes","12",2015,300803
"61","Hombre","Menos de 5","Maule","7",2010,150000
"62","Hombre","Menos de 5","Maule","7",2011,150000
"63","Hombre","Menos de 5","Maule","7",2012,157045
"64","Hombre","Menos de 5","Maule","7",2013,200068
"65","Hombre","Menos de 5","Maule","7",2014,207356
"66","Hombre","Menos de 5","Maule","7",2015,205231
"67","Hombre","Menos de 5","Metropolitana","13",2010,200000
"68","Hombre","Menos de 5","Metropolitana","13",2011,200967
"69","Hombre","Menos de 5","Metropolitana","13",2012,250000
"70","Hombre","Menos de 5","Metropolitana","13",2013,298867
"71","Hombre","Menos de 5","Metropolitana","13",2014,299944
"72","Hombre","Menos de 5","Metropolitana","13",2015,300968
"73","Hombre","Menos de 5","O'Higgins","6",2010,179935
"74","Hombre","Menos de 5","O'Higgins","6",2011,189681
"75","Hombre","Menos de 5","O'Higgins","6",2012,200902
"76","Hombre","Menos de 5","O'Higgins","6",2013,240000
"77","Hombre","Menos de 5","O'Higgins","6",2014,244630
"78","Hombre","Menos de 5","O'Higgins","6",2015,250068
"79","Hombre","Menos de 5","Tarapacá","1",2010,179877
"80","Hombre","Menos de 5","Tarapacá","1",2011,192263
"81","Hombre","Menos de 5","Tarapacá","1",2012,205116
"82","Hombre","Menos de 5","Tarapacá","1",2013,202374
"83","Hombre","Menos de 5","Tarapacá","1",2014,280000
"84","Hombre","Menos de 5","Tarapacá","1",2015,250690
"85","Hombre","Menos de 5","Valparaíso","5",2010,164636
"86","Hombre","Menos de 5","Valparaíso","5",2011,181263
"87","Hombre","Menos de 5","Valparaíso","5",2012,200000
