"","sex","isic","geography_name","geography_id","year","weighted_mean"
"1","Hombre","1","Antofagasta","2",2010,385521.545372359
"2","Hombre","1","Antofagasta","2",2012,286163.857528319
"3","Hombre","1","Araucanía","9",2010,206193.33842646
"4","Hombre","1","Araucanía","9",2012,202350.770248864
"5","Hombre","1","Arica y Parinacota","15",2010,229579.086133863
"6","Hombre","1","Arica y Parinacota","15",2012,279726.017490465
"7","Hombre","1","Atacama","3",2010,246320.538382786
"8","Hombre","1","Atacama","3",2012,232566.041611947
"9","Hombre","1","Aysén","11",2010,307281.102769995
"10","Hombre","1","Aysén","11",2012,301004.517262139
"11","Hombre","1","Bíobío","8",2010,256343.605298369
"12","Hombre","1","Bíobío","8",2012,299690.36986318
"13","Hombre","1","Coquimbo","4",2010,198334.345980887
"14","Hombre","1","Coquimbo","4",2012,210230.063646074
"15","Hombre","1","Los Lagos","10",2010,257357.760344762
"16","Hombre","1","Los Lagos","10",2012,271437.766545738
"17","Hombre","1","Los Ríos","14",2010,282164.406417125
"18","Hombre","1","Los Ríos","14",2012,284706.198763854
"19","Hombre","1","Magallanes","12",2010,940317.200477697
"20","Hombre","1","Magallanes","12",2012,265966.297714026
"21","Hombre","1","Maule","7",2010,180857.79621036
"22","Hombre","1","Maule","7",2012,226904.516409328
"23","Hombre","1","Metropolitana","13",2010,268433.788391711
"24","Hombre","1","Metropolitana","13",2012,337914.068888168
"25","Hombre","1","O'Higgins","6",2010,237672.306993333
"26","Hombre","1","O'Higgins","6",2012,246176.488150573
"27","Hombre","1","Tarapacá","1",2010,141976.712982328
"28","Hombre","1","Tarapacá","1",2012,157984.152066466
"29","Hombre","1","Valparaíso","5",2010,210317.516231222
"30","Hombre","1","Valparaíso","5",2012,265088.206541086
"31","Hombre","1",NA,NA,2010,141008.471936847
"32","Hombre","1",NA,NA,2012,156289.571045716
"33","Hombre","10","Antofagasta","2",2010,985500.82239497
"34","Hombre","10","Antofagasta","2",2012,405694.505462118
"35","Hombre","10","Araucanía","9",2010,1055781.85351438
"36","Hombre","10","Araucanía","9",2012,1769338.57340161
"37","Hombre","10","Arica y Parinacota","15",2010,602390.080147783
"38","Hombre","10","Arica y Parinacota","15",2012,1075956.9615081
"39","Hombre","10","Atacama","3",2010,430566.062977111
"40","Hombre","10","Atacama","3",2012,701436.843544662
"41","Hombre","10","Aysén","11",2010,691712.353355321
"42","Hombre","10","Aysén","11",2012,653089.474774046
"43","Hombre","10","Bíobío","8",2010,844370.008461167
"44","Hombre","10","Bíobío","8",2012,537074.646285204
"45","Hombre","10","Coquimbo","4",2010,392016.945736792
"46","Hombre","10","Coquimbo","4",2012,677650.355142452
"47","Hombre","10","Los Lagos","10",2010,600901.00286673
"48","Hombre","10","Los Lagos","10",2012,775365.069465516
"49","Hombre","10","Los Ríos","14",2010,1009380.401192
"50","Hombre","10","Los Ríos","14",2012,464524.79814676
"51","Hombre","10","Magallanes","12",2010,1586253.30926541
"52","Hombre","10","Magallanes","12",2012,1464054.23458079
"53","Hombre","10","Maule","7",2010,362006.801965239
"54","Hombre","10","Maule","7",2012,648641.273748237
"55","Hombre","10","Metropolitana","13",2010,1037417.3819859
"56","Hombre","10","Metropolitana","13",2012,1192938.66580991
"57","Hombre","10","O'Higgins","6",2010,674247.536136953
"58","Hombre","10","O'Higgins","6",2012,957295.018507114
"59","Hombre","10","Tarapacá","1",2010,1021432.08240976
"60","Hombre","10","Tarapacá","1",2012,485622.957575584
"61","Hombre","10","Valparaíso","5",2010,623704.027060677
"62","Hombre","10","Valparaíso","5",2012,1409406.07482185
"63","Hombre","11","Antofagasta","2",2010,508608.976733403
"64","Hombre","11","Antofagasta","2",2012,682331.635757473
"65","Hombre","11","Araucanía","9",2010,358607.599303704
"66","Hombre","11","Araucanía","9",2012,399201.316918868
"67","Hombre","11","Arica y Parinacota","15",2010,444332.756758489
"68","Hombre","11","Arica y Parinacota","15",2012,345494.314255443
"69","Hombre","11","Atacama","3",2010,534961.719820348
"70","Hombre","11","Atacama","3",2012,487820.553243574
"71","Hombre","11","Aysén","11",2010,1204491.11170861
"72","Hombre","11","Aysén","11",2012,426523.859429196
"73","Hombre","11","Bíobío","8",2010,398821.606316185
"74","Hombre","11","Bíobío","8",2012,533345.825444596
"75","Hombre","11","Coquimbo","4",2010,620424.5835654
"76","Hombre","11","Coquimbo","4",2012,639574.688670515
"77","Hombre","11","Los Lagos","10",2010,426214.524996647
"78","Hombre","11","Los Lagos","10",2012,786815.177753568
"79","Hombre","11","Los Ríos","14",2010,677324.172053482
"80","Hombre","11","Los Ríos","14",2012,747309.200100721
"81","Hombre","11","Magallanes","12",2010,507406.64264295
"82","Hombre","11","Magallanes","12",2012,630296.135510966
"83","Hombre","11","Maule","7",2010,361388.298466827
"84","Hombre","11","Maule","7",2012,494329.716486798
"85","Hombre","11","Metropolitana","13",2010,929914.02161635
"86","Hombre","11","Metropolitana","13",2012,1002464.45032183
"87","Hombre","11","O'Higgins","6",2010,448790.285949201
"88","Hombre","11","O'Higgins","6",2012,561580.77212827
"89","Hombre","11","Tarapacá","1",2010,559392.473007842
"90","Hombre","11","Tarapacá","1",2012,596618.26944944
"91","Hombre","11","Valparaíso","5",2010,519912.172232194
"92","Hombre","11","Valparaíso","5",2012,564302.24476637
"93","Hombre","11",NA,NA,2010,486603.944244139
"94","Hombre","11",NA,NA,2012,211070.77902776
"95","Hombre","12","Antofagasta","2",2010,1095732.93082057
"96","Hombre","12","Antofagasta","2",2012,793868.32256824
"97","Hombre","12","Araucanía","9",2010,506016.315288728
"98","Hombre","12","Araucanía","9",2012,651434.694846859
"99","Hombre","12","Arica y Parinacota","15",2010,483392.740450254
"100","Hombre","12","Arica y Parinacota","15",2012,831707.834364878
"101","Hombre","12","Atacama","3",2010,553311.730633983
"102","Hombre","12","Atacama","3",2012,607851.496448733
"103","Hombre","12","Aysén","11",2010,798224.143115445
"104","Hombre","12","Aysén","11",2012,839107.991669929
"105","Hombre","12","Bíobío","8",2010,362975.744731943
"106","Hombre","12","Bíobío","8",2012,489454.261037856
"107","Hombre","12","Coquimbo","4",2010,596865.644851847
"108","Hombre","12","Coquimbo","4",2012,616865.076664262
"109","Hombre","12","Los Lagos","10",2010,598469.457160313
"110","Hombre","12","Los Lagos","10",2012,735972.769551807
"111","Hombre","12","Los Ríos","14",2010,340283.457406372
"112","Hombre","12","Los Ríos","14",2012,539848.165512715
"113","Hombre","12","Magallanes","12",2010,1048866.05618918
"114","Hombre","12","Magallanes","12",2012,1072315.45704173
"115","Hombre","12","Maule","7",2010,472650.14549356
"116","Hombre","12","Maule","7",2012,515056.922666198
"117","Hombre","12","Metropolitana","13",2010,667777.590714129
"118","Hombre","12","Metropolitana","13",2012,698651.007139767
"119","Hombre","12","O'Higgins","6",2010,441609.297738906
"120","Hombre","12","O'Higgins","6",2012,604932.035460698
