"","sex","isic","geography_name","geography_id","year","weighted_median"
"1","Hombre","1","Algarrobo","1",2012,251405.270917803
"2","Hombre","1","Alto del Carmen","4",2010,170037.672425198
"3","Hombre","1","Alto del Carmen","4",2012,193000
"4","Hombre","1","Alto Hospicio","5",2010,68989.9826719788
"5","Hombre","1","Alto Hospicio","5",2012,181011.795060818
"6","Hombre","1","Ancud","6",2010,60058.719906048
"7","Hombre","1","Ancud","6",2012,81218.1995266599
"8","Hombre","1","Andacollo","7",2010,150146.79976512
"9","Hombre","1","Andacollo","7",2012,150843.162550682
"10","Hombre","1","Angol","8",2010,159729.874933177
"11","Hombre","1","Angol","8",2012,202632.243010796
"12","Hombre","1","Antofagasta","9",2012,357531.363997844
"13","Hombre","1","Antuco","10",2010,74532.4902784563
"14","Hombre","1","Antuco","10",2012,83223.9932239932
"15","Hombre","1","Arauco","11",2010,237600
"16","Hombre","1","Arauco","11",2012,285911.624183526
"17","Hombre","1","Arica","12",2010,172184.162491842
"18","Hombre","1","Arica","12",2012,201074.281712154
"19","Hombre","1","Aysén","13",2010,178694.160919801
"20","Hombre","1","Aysén","13",2012,280999.336572359
"21","Hombre","1","Buin","14",2010,182466.815097054
"22","Hombre","1","Buin","14",2012,229493.983003604
"23","Hombre","1","Bulnes","15",2010,166283.997028304
"24","Hombre","1","Bulnes","15",2012,197409.327342431
"25","Hombre","1","Cabildo","16",2010,206268.197512321
"26","Hombre","1","Cabildo","16",2012,194400.271981171
"27","Hombre","1","Cabrero","18",2010,222847.484123107
"28","Hombre","1","Cabrero","18",2012,240513.223549973
"29","Hombre","1","Calama","19",2012,220000
"30","Hombre","1","Calbuco","20",2010,271497.463302288
"31","Hombre","1","Calbuco","20",2012,135348.290539354
"32","Hombre","1","Calera","22",2010,176148.992474403
"33","Hombre","1","Calera","22",2012,203207.777085037
"34","Hombre","1","Calera de Tango","23",2010,180176.159718144
"35","Hombre","1","Calera de Tango","23",2012,301686.325101363
"36","Hombre","1","Calle Larga","24",2010,165507.219974713
"37","Hombre","1","Calle Larga","24",2012,96334.7949237655
"38","Hombre","1","Camarones","25",2010,96989.5561891812
"39","Hombre","1","Camarones","25",2012,67396.4977686425
"40","Hombre","1","Canela","27",2010,159901.683387622
"41","Hombre","1","Canela","27",2012,72634.812364337
"42","Hombre","1","Cañete","28",2010,151897.931917519
"43","Hombre","1","Cañete","28",2012,176791.668979043
"44","Hombre","1","Carahue","29",2010,80000
"45","Hombre","1","Carahue","29",2012,81509.4310388799
"46","Hombre","1","Cartagena","30",2010,117372.87629938
"47","Hombre","1","Casablanca","31",2012,155699.097938144
"48","Hombre","1","Castro","32",2010,59996.9793566123
"49","Hombre","1","Castro","32",2012,68711.1805079851
"50","Hombre","1","Catemu","33",2010,202209.532675464
"51","Hombre","1","Catemu","33",2012,197484.828907674
"52","Hombre","1","Cauquenes","34",2010,150091.90114549
"53","Hombre","1","Cauquenes","34",2012,176910.692501748
"54","Hombre","1","Cerro Navia","36",2010,119917.928676111
"55","Hombre","1","Cerro Navia","36",2012,251405.270917803
"56","Hombre","1","Chanco","38",2010,116741.831516252
"57","Hombre","1","Chanco","38",2012,160378.130447509
"58","Hombre","1","Chépica","40",2010,183308.060990924
"59","Hombre","1","Chépica","40",2012,192234.472164527
"60","Hombre","1","Chiguayante","41",2010,98017.0406812137
"61","Hombre","1","Chile Chico","42",2010,160466.961611758
