"","sex","icse","geography_name","geography_id","year","weighted_median"
"1","Hombre","Asalariado Sector Privado","Algarrobo","1",2010,350342.53278528
"2","Hombre","Asalariado Sector Privado","Algarrobo","1",2011,602899.924184988
"3","Hombre","Asalariado Sector Privado","Algarrobo","1",2012,703934.758569847
"4","Hombre","Asalariado Sector Privado","Algarrobo","1",2013,365494.803434254
"5","Hombre","Asalariado Sector Privado","Algarrobo","1",2014,303126.7765776
"6","Hombre","Asalariado Sector Privado","Algarrobo","1",2015,361466.859833395
"7","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2010,186283.254855832
"8","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2011,202470.201669546
"9","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2012,193000
"10","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2013,221116.852503181
"11","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2014,295274.748598485
"12","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2015,300000
"13","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2010,314168.463550321
"14","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2011,302557.62363735
"15","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2012,301686.325101363
"16","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2013,399276.864878108
"17","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2014,449915.619726233
"18","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2015,396298.60953314
"19","Hombre","Asalariado Sector Privado","Ancud","6",2010,210195.352199844
"20","Hombre","Asalariado Sector Privado","Ancud","6",2011,219805.791824479
"21","Hombre","Asalariado Sector Privado","Ancud","6",2012,172170.214630458
"22","Hombre","Asalariado Sector Privado","Ancud","6",2013,299060.224150993
"23","Hombre","Asalariado Sector Privado","Ancud","6",2014,244873.070018538
"24","Hombre","Asalariado Sector Privado","Ancud","6",2015,330859.772584172
"25","Hombre","Asalariado Sector Privado","Andacollo","7",2010,280274.026228224
"26","Hombre","Asalariado Sector Privado","Andacollo","7",2011,412533.014701017
"27","Hombre","Asalariado Sector Privado","Andacollo","7",2012,486137.109926301
"28","Hombre","Asalariado Sector Privado","Andacollo","7",2013,449989.581579742
"29","Hombre","Asalariado Sector Privado","Andacollo","7",2014,420247.355076589
"30","Hombre","Asalariado Sector Privado","Andacollo","7",2015,450121.775211981
"31","Hombre","Asalariado Sector Privado","Angol","8",2010,187289.537257232
"32","Hombre","Asalariado Sector Privado","Angol","8",2011,226574.882379933
"33","Hombre","Asalariado Sector Privado","Angol","8",2012,273436.661572433
"34","Hombre","Asalariado Sector Privado","Angol","8",2013,276019.423292912
"35","Hombre","Asalariado Sector Privado","Angol","8",2014,303142.493763917
"36","Hombre","Asalariado Sector Privado","Angol","8",2015,300000
"37","Hombre","Asalariado Sector Privado","Antofagasta","9",2010,419739.376398252
"38","Hombre","Asalariado Sector Privado","Antofagasta","9",2011,480000
"39","Hombre","Asalariado Sector Privado","Antofagasta","9",2012,501099.627697681
"40","Hombre","Asalariado Sector Privado","Antofagasta","9",2013,530898.394890017
"41","Hombre","Asalariado Sector Privado","Antofagasta","9",2014,500000
"42","Hombre","Asalariado Sector Privado","Antofagasta","9",2015,600607.779507526
"43","Hombre","Asalariado Sector Privado","Antuco","10",2010,439699.071812408
"44","Hombre","Asalariado Sector Privado","Antuco","10",2011,150000
"45","Hombre","Asalariado Sector Privado","Antuco","10",2012,273605.003759767
"46","Hombre","Asalariado Sector Privado","Antuco","10",2013,373960.62729396
"47","Hombre","Asalariado Sector Privado","Antuco","10",2014,242414.895249135
"48","Hombre","Asalariado Sector Privado","Antuco","10",2015,303342.151675485
"49","Hombre","Asalariado Sector Privado","Arauco","11",2010,283533.404414845
"50","Hombre","Asalariado Sector Privado","Arauco","11",2011,249929.075870203
"51","Hombre","Asalariado Sector Privado","Arauco","11",2012,281340.391102304
"52","Hombre","Asalariado Sector Privado","Arauco","11",2013,288935.565449639
"53","Hombre","Asalariado Sector Privado","Arauco","11",2014,299995.884187403
"54","Hombre","Asalariado Sector Privado","Arauco","11",2015,380572.360080249
"55","Hombre","Asalariado Sector Privado","Arica","12",2010,260000
"56","Hombre","Asalariado Sector Privado","Arica","12",2011,251208.301743745
"57","Hombre","Asalariado Sector Privado","Arica","12",2012,300000
"58","Hombre","Asalariado Sector Privado","Arica","12",2013,305418.871764621
"59","Hombre","Asalariado Sector Privado","Arica","12",2014,349934.370898181
"60","Hombre","Asalariado Sector Privado","Arica","12",2015,391589.098152845
"61","Hombre","Asalariado Sector Privado","Aysén","13",2010,260595.210106943
"62","Hombre","Asalariado Sector Privado","Aysén","13",2011,338913.227413744
"63","Hombre","Asalariado Sector Privado","Aysén","13",2012,370064.672617379
"64","Hombre","Asalariado Sector Privado","Aysén","13",2013,374698.2496687
"65","Hombre","Asalariado Sector Privado","Aysén","13",2014,399924.995312207
"66","Hombre","Asalariado Sector Privado","Aysén","13",2015,400082.0674616
"67","Hombre","Asalariado Sector Privado","Buin","14",2010,249853.613194106
"68","Hombre","Asalariado Sector Privado","Buin","14",2011,249949.427735067
"69","Hombre","Asalariado Sector Privado","Buin","14",2012,272482.082262749
"70","Hombre","Asalariado Sector Privado","Buin","14",2013,350621.444998535
"71","Hombre","Asalariado Sector Privado","Buin","14",2014,350000
"72","Hombre","Asalariado Sector Privado","Buin","14",2015,338587.815333246
"73","Hombre","Asalariado Sector Privado","Bulnes","15",2010,170669.979999218
"74","Hombre","Asalariado Sector Privado","Bulnes","15",2011,170664.402961869
"75","Hombre","Asalariado Sector Privado","Bulnes","15",2012,204292.845972937
"76","Hombre","Asalariado Sector Privado","Bulnes","15",2013,210000
"77","Hombre","Asalariado Sector Privado","Bulnes","15",2014,226831.250593869
"78","Hombre","Asalariado Sector Privado","Bulnes","15",2015,260284.809093138
"79","Hombre","Asalariado Sector Privado","Cabildo","16",2010,200195.73302016
"80","Hombre","Asalariado Sector Privado","Cabildo","16",2011,381449.308855747
"81","Hombre","Asalariado Sector Privado","Cabildo","16",2012,394166.514941854
"82","Hombre","Asalariado Sector Privado","Cabildo","16",2013,295526.209336437
"83","Hombre","Asalariado Sector Privado","Cabildo","16",2014,382859.767753568
