"","sex","icse","geography_name","geography_id","year","ub_weighted_median"
"1","Hombre","Asalariado Sector Privado","Algarrobo","1",2010,350343
"2","Hombre","Asalariado Sector Privado","Algarrobo","1",2011,602900
"3","Hombre","Asalariado Sector Privado","Algarrobo","1",2012,725053
"4","Hombre","Asalariado Sector Privado","Algarrobo","1",2013,480651
"5","Hombre","Asalariado Sector Privado","Algarrobo","1",2014,505211
"6","Hombre","Asalariado Sector Privado","Algarrobo","1",2015,1171504
"7","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2010,208435
"8","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2011,243255
"9","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2012,195619
"10","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2013,250000
"11","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2014,327401
"12","Hombre","Asalariado Sector Privado","Alto del Carmen","4",2015,369161
"13","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2010,409720
"14","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2011,351692
"15","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2012,395984
"16","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2013,473708
"17","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2014,500000
"18","Hombre","Asalariado Sector Privado","Alto Hospicio","5",2015,457505
"19","Hombre","Asalariado Sector Privado","Ancud","6",2010,280000
"20","Hombre","Asalariado Sector Privado","Ancud","6",2011,254472
"21","Hombre","Asalariado Sector Privado","Ancud","6",2012,247701
"22","Hombre","Asalariado Sector Privado","Ancud","6",2013,363803
"23","Hombre","Asalariado Sector Privado","Ancud","6",2014,400000
"24","Hombre","Asalariado Sector Privado","Ancud","6",2015,414945
"25","Hombre","Asalariado Sector Privado","Andacollo","7",2010,799453
"26","Hombre","Asalariado Sector Privado","Andacollo","7",2011,518338
"27","Hombre","Asalariado Sector Privado","Andacollo","7",2012,763428
"28","Hombre","Asalariado Sector Privado","Andacollo","7",2013,688544
"29","Hombre","Asalariado Sector Privado","Andacollo","7",2014,490253
"30","Hombre","Asalariado Sector Privado","Andacollo","7",2015,1034587
"31","Hombre","Asalariado Sector Privado","Angol","8",2010,216631
